Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, Girassol Cobertura
ThermalDynamics:cover:0, Lilás Cobertura
ThermalDynamics:cover:0, Grama Alta Cobertura
ThermalDynamics:cover:0, Samambaia Grande Cobertura
ThermalDynamics:cover:0, Roseira Cobertura
ThermalDynamics:cover:0, Peônia Cobertura
ThermalDynamics:cover:0, Bloco de Quartzo Certus Talhado Cobertura
ThermalDynamics:cover:0, Vidro de Quartzo Cobertura
ThermalDynamics:cover:0, Vidro Vibrante de Quartzo Cobertura
ThermalDynamics:cover:0, Instalação de Quartzo Carregado Cobertura
ThermalDynamics:cover:0, Bloco de Fluix Cobertura
ThermalDynamics:cover:0, Pedra do Céu Cobertura
ThermalDynamics:cover:0, Bloco de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Tijolos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Tijolos Pequenos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, TNT Minúscula Cobertura
ThermalDynamics:cover:0, Escadas de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Escadas de Bloco de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Escadas de Tijolos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Escadas de Tijolos Pequenos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Escadas de Fluix Cobertura
ThermalDynamics:cover:0, Escadas de Quartzo Certus Cobertura
ThermalDynamics:cover:0, Escadas de Quartzo Certus Talhadas Cobertura
ThermalDynamics:cover:0, Escadas de Pilar de Quartzo Certus Cobertura
ThermalDynamics:cover:0, Laje de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Bloco de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Bloco de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Tijolos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Tijolos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Tijolos Pequenos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Tijolos Pequenos de Pedra do Céu Cobertura
ThermalDynamics:cover:0, Laje de Fluix Cobertura
ThermalDynamics:cover:0, Laje de Fluix Cobertura
ThermalDynamics:cover:0, Laje de Quartzo Certus Cobertura
ThermalDynamics:cover:0, Laje de Quartzo Certus Cobertura
ThermalDynamics:cover:0, Laje de Quartzo Certus Talhadas Cobertura
ThermalDynamics:cover:0, Laje de Quartzo Certus Talhadas Cobertura
ThermalDynamics:cover:0, Laje de Pilar de Quartzo Certus Cobertura
ThermalDynamics:cover:0, Laje de Pilar de Quartzo Certus Cobertura
ThermalDynamics:cover:0, Water Pad Cobertura
ThermalDynamics:cover:0, Water Pad Cobertura
ThermalDynamics:cover:0, Potato Cobertura
ThermalDynamics:cover:0, Carrot Cobertura
ThermalDynamics:cover:0, Sugarcane Cobertura
ThermalDynamics:cover:0, Dandelion Cobertura
ThermalDynamics:cover:0, Poppy Cobertura
ThermalDynamics:cover:0, Orchid Cobertura
ThermalDynamics:cover:0, Allium Cobertura
ThermalDynamics:cover:0, Red Tulip Cobertura
ThermalDynamics:cover:0, Orange Tulip Cobertura
ThermalDynamics:cover:0, White Tulip Cobertura
ThermalDynamics:cover:0, Pink Tulip Cobertura
ThermalDynamics:cover:0, Daisy Cobertura
ThermalDynamics:cover:0, Cactus Cobertura
ThermalDynamics:cover:0, Red Mushroom Cobertura
ThermalDynamics:cover:0, Brown Mushroom Cobertura
ThermalDynamics:cover:0, Mage Light Cobertura
ThermalDynamics:cover:0, Vinteum Ore Cobertura
ThermalDynamics:cover:0, Chimerite Ore Cobertura
ThermalDynamics:cover:0, Blue Topaz Ore Cobertura
ThermalDynamics:cover:0, Moonstone Ore Cobertura
ThermalDynamics:cover:0, Sunstone Ore Cobertura
ThermalDynamics:cover:0, Moonstone Block Cobertura
ThermalDynamics:cover:0, Vinteum Block Cobertura
ThermalDynamics:cover:0, Blue Topaz Block Cobertura
ThermalDynamics:cover:0, Sunstone Block Cobertura
ThermalDynamics:cover:0, Chimerite Block Cobertura
ThermalDynamics:cover:0, Cerublossom Cobertura
ThermalDynamics:cover:0, Desert Nova Cobertura
ThermalDynamics:cover:0, Magic Wall Cobertura
ThermalDynamics:cover:0, Vinteum Torch Cobertura
ThermalDynamics:cover:0, tile.arsmagica2:invisibleUtility.name Cobertura
ThermalDynamics:cover:0, Aum Cobertura
ThermalDynamics:cover:0, Tarma Root Cobertura
ThermalDynamics:cover:0, Effervescent Snowdrop Cobertura
ThermalDynamics:cover:0, Sanguine Amaryllis Cobertura
ThermalDynamics:cover:0, Witchwood Log Cobertura
ThermalDynamics:cover:0, Drained Witchwood Log Cobertura
ThermalDynamics:cover:0, Witchwood Leaves Cobertura
ThermalDynamics:cover:0, Liquid Etherium Cobertura
ThermalDynamics:cover:0, Redstone Inlay Cobertura
ThermalDynamics:cover:0, Iron Inlay Cobertura
ThermalDynamics:cover:0, Gold Inlay Cobertura
ThermalDynamics:cover:0, Witchwood Planks Cobertura
ThermalDynamics:cover:0, Witchwood Stairs Cobertura
ThermalDynamics:cover:0, Witchwood Sapling Cobertura
ThermalDynamics:cover:0, Wizard's Chalk Rune Cobertura
ThermalDynamics:cover:0, Wakebloom Cobertura
ThermalDynamics:cover:0, Rain Rockrose Cobertura
ThermalDynamics:cover:0, Storm Sawtooth Cobertura
ThermalDynamics:cover:0, Imbued Moonflower Cobertura
ThermalDynamics:cover:0, Witchwood Slab Cobertura
ThermalDynamics:cover:0, Witchwood Slab Cobertura
ThermalDynamics:cover:0, Illusion Block Cobertura
ThermalDynamics:cover:0, Ethereal Illusion Block Cobertura
ThermalDynamics:cover:0, Blood Rune Cobertura
ThermalDynamics:cover:0, Rune of Augmented Capacity Cobertura
ThermalDynamics:cover:0, Rune of Dislocation Cobertura
ThermalDynamics:cover:0, Rune of the Orb Cobertura
ThermalDynamics:cover:0, Rune of Superior Capacity Cobertura
ThermalDynamics:cover:0, Rune of Acceleration Cobertura
ThermalDynamics:cover:0, Life Essence Cobertura
ThermalDynamics:cover:0, Speed Rune Cobertura
ThermalDynamics:cover:0, Efficiency Rune Cobertura
ThermalDynamics:cover:0, Rune of Sacrifice Cobertura
ThermalDynamics:cover:0, Rune of Self-Sacrifice Cobertura
ThermalDynamics:cover:0, Ritual Stone Cobertura
ThermalDynamics:cover:0, Imperfect Ritual Stone Cobertura
ThermalDynamics:cover:0, Soul Armour Forge Cobertura
ThermalDynamics:cover:0, Empty Socket Cobertura
ThermalDynamics:cover:0, Bloodstone Brick Cobertura
ThermalDynamics:cover:0, Large Bloodstone Brick Cobertura
ThermalDynamics:cover:0, Blood Light Cobertura
ThermalDynamics:cover:0, Crystal Cluster Cobertura
ThermalDynamics:cover:0, Crystal Cluster Brick Cobertura
ThermalDynamics:cover:0, Glyph of the Adept Enchanter Cobertura
ThermalDynamics:cover:0, Glyph of Arcane Potential Cobertura
ThermalDynamics:cover:0, Glyph of Rigid Stability Cobertura
ThermalDynamics:cover:0, Gosma de Fluxo Cobertura
ThermalDynamics:cover:0, Gás de Fluxo Cobertura
ThermalDynamics:cover:0, Purifying Fluid Cobertura
ThermalDynamics:cover:0, Liquid Death Cobertura
ThermalDynamics:cover:0, Minério de Cinábrio Cobertura
ThermalDynamics:cover:0, Pedra Infundida em Ar Cobertura
ThermalDynamics:cover:0, Pedra Infundida em Fogo Cobertura
ThermalDynamics:cover:0, Pedra Infundida em Água Cobertura
ThermalDynamics:cover:0, Pedra Infundida em Terra Cobertura
ThermalDynamics:cover:0, Pedra Infundida em Ordem Cobertura
ThermalDynamics:cover:0, Pedra Infundida em Entropia Cobertura
ThermalDynamics:cover:0, Âmbar Preso em Pedra Cobertura
ThermalDynamics:cover:0, Madeira de Greatwood Cobertura
ThermalDynamics:cover:0, Madeira de Silverwood Cobertura
ThermalDynamics:cover:0, Folhas de Greatwood Cobertura
ThermalDynamics:cover:0, Folhas de Silverwood Cobertura
ThermalDynamics:cover:0, Muda de Greatwood Cobertura
ThermalDynamics:cover:0, Muda de Silverwood Cobertura
ThermalDynamics:cover:0, Flor Brilhante Cobertura
ThermalDynamics:cover:0, Pérola de Cinzas Cobertura
ThermalDynamics:cover:0, Vishroom Cobertura
ThermalDynamics:cover:0, Crosta Maculada Cobertura
ThermalDynamics:cover:0, Solo Maculada Cobertura
ThermalDynamics:cover:0, Bloco de Carne Cobertura
ThermalDynamics:cover:0, Mácula Fibrosa Cobertura
ThermalDynamics:cover:0, Grama Maculada Cobertura
ThermalDynamics:cover:0, Planta Maculada Cobertura
ThermalDynamics:cover:0, Pedúnculo de Esporo Cobertura
ThermalDynamics:cover:0, Totem Obsidiano Cobertura
ThermalDynamics:cover:0, Ladrilho de Obsidiana Cobertura
ThermalDynamics:cover:0, Pedra Pavimentada de Viagem Cobertura
ThermalDynamics:cover:0, Bloco Táumico Cobertura
ThermalDynamics:cover:0, Bloco de Sebo Cobertura
ThermalDynamics:cover:0, Bloco de Pedra Arcana Cobertura
ThermalDynamics:cover:0, Tijolo de Pedra Arcana Cobertura
ThermalDynamics:cover:0, Golem Fetter Cobertura
ThermalDynamics:cover:0, Ancient Stone Cobertura
ThermalDynamics:cover:0, Ancient Rock Cobertura
ThermalDynamics:cover:0, Crusted Stone Cobertura
ThermalDynamics:cover:0, Ancient Stone Pedestal Cobertura
ThermalDynamics:cover:0, Vela de Sebo Branco Cobertura
ThermalDynamics:cover:0, Vela de Sebo Laranja Cobertura
ThermalDynamics:cover:0, Vela de Sebo Magenta Cobertura
ThermalDynamics:cover:0, Vela de Sebo Azul Cobertura
ThermalDynamics:cover:0, Vela de Sebo Amarelo Cobertura
ThermalDynamics:cover:0, Vela de Sebo Verde-Limão Cobertura
ThermalDynamics:cover:0, Vela de Sebo Rosa Cobertura
ThermalDynamics:cover:0, Vela de Sebo Cinza Cobertura
ThermalDynamics:cover:0, Vela de Sebo Cinza-Claro Cobertura
ThermalDynamics:cover:0, Vela de Sebo Ciano Cobertura
ThermalDynamics:cover:0, Vela de Sebo Roxa Cobertura
ThermalDynamics:cover:0, Vela de Sebo Azul Cobertura
ThermalDynamics:cover:0, Vela de Sebo Marrom Cobertura
ThermalDynamics:cover:0, Vela de Sebo Verde Cobertura
ThermalDynamics:cover:0, Vela de Sebo Vermelho Cobertura
ThermalDynamics:cover:0, Vela de Sebo Negro Cobertura
ThermalDynamics:cover:0, tile.blockPortalNothing.name Cobertura
ThermalDynamics:cover:0, Arcane Stone Stairs Cobertura
ThermalDynamics:cover:0, Greatwood Stairs Cobertura
ThermalDynamics:cover:0, Silverwood Stairs Cobertura
ThermalDynamics:cover:0, Ancient Stone Stairs Cobertura
ThermalDynamics:cover:0, Greatwood Slab Cobertura
ThermalDynamics:cover:0, Silverwood Slab Cobertura
ThermalDynamics:cover:0, Arcane Stone Slab Cobertura
ThermalDynamics:cover:0, Ancient Stone Slab Cobertura
ThermalDynamics:cover:0, Old Urn Cobertura
ThermalDynamics:cover:0, Old Urn Cobertura
ThermalDynamics:cover:0, Old Urn Cobertura
ThermalDynamics:cover:0, Abandoned Crate Cobertura
ThermalDynamics:cover:0, Abandoned Crate Cobertura
ThermalDynamics:cover:0, Abandoned Crate Cobertura
ThermalDynamics:cover:0, Flor Mística Branca Cobertura
ThermalDynamics:cover:0, Flor Mística Laranja Cobertura
ThermalDynamics:cover:0, Flor Mística Magenta Cobertura
ThermalDynamics:cover:0, Flor Mística Azul Claro Cobertura
ThermalDynamics:cover:0, Flor Mística Amarela Cobertura
ThermalDynamics:cover:0, Flor Mística Lima Cobertura
ThermalDynamics:cover:0, Flor Mística Rosa Cobertura
ThermalDynamics:cover:0, Flor Mística Cinza Cobertura
ThermalDynamics:cover:0, Flor Mística Cinza Claro Cobertura
ThermalDynamics:cover:0, Flor Mística Ciano Cobertura
ThermalDynamics:cover:0, Flor Mística Roxa Cobertura
ThermalDynamics:cover:0, Flor Mística Azul Cobertura
ThermalDynamics:cover:0, Flor Mística Marrom Cobertura
ThermalDynamics:cover:0, Flor Mística Verde Cobertura
ThermalDynamics:cover:0, Flor Mística Vermelha Cobertura
ThermalDynamics:cover:0, Flor Mística Preta Cobertura
ThermalDynamics:cover:0, Rocha-viva Cobertura
ThermalDynamics:cover:0, Tijolos de Rocha-viva Cobertura
ThermalDynamics:cover:0, Tijolos de Rocha-viva com musgo Cobertura
ThermalDynamics:cover:0, Tijolos de Rocha-viva rachados Cobertura
ThermalDynamics:cover:0, Tijolos de Rocha-viva com bordas Cobertura
ThermalDynamics:cover:0, Madeira-viva Cobertura
ThermalDynamics:cover:0, Tábuas de Madeira-viva Cobertura
ThermalDynamics:cover:0, Tábuas de Madeira-viva com musgo Cobertura
ThermalDynamics:cover:0, Tábuas de Madeira-viva com com bordas Cobertura
ThermalDynamics:cover:0, Tábuas de Madeira-viva padronizadas Cobertura
ThermalDynamics:cover:0, Madeira-viva reluzente Cobertura
ThermalDynamics:cover:0, Cubo Instável Branco Cobertura
ThermalDynamics:cover:0, Cubo Instável Laranja Cobertura
ThermalDynamics:cover:0, Cubo Instável Magenta Cobertura
ThermalDynamics:cover:0, Cubo Instável Azul Claro Cobertura
ThermalDynamics:cover:0, Cubo Instável Amarelo Cobertura
ThermalDynamics:cover:0, Cubo Instável Lima Cobertura
ThermalDynamics:cover:0, Cubo Instável Rosa Cobertura
ThermalDynamics:cover:0, Cubo Instável Cinza Cobertura
ThermalDynamics:cover:0, Cubo Instável Cinza Claro Cobertura
ThermalDynamics:cover:0, Cubo Instável Ciano Cobertura
ThermalDynamics:cover:0, Cubo Instável Roxo Cobertura
ThermalDynamics:cover:0, Cubo Instável Azul Cobertura
ThermalDynamics:cover:0, Cubo Instável Marrom Cobertura
ThermalDynamics:cover:0, Cubo Instável Verde Cobertura
ThermalDynamics:cover:0, Cubo Instável Vermelho Cobertura
ThermalDynamics:cover:0, Cubo Instável Preto Cobertura
ThermalDynamics:cover:0, Transmissor de Mana Cobertura
ThermalDynamics:cover:0, Catalisador Alquímico Cobertura
ThermalDynamics:cover:0, Bloco de Manasteel Cobertura
ThermalDynamics:cover:0, Bloco de Terrasteel Cobertura
ThermalDynamics:cover:0, Bloco de Elementium Cobertura
ThermalDynamics:cover:0, Bloco de Diamante de Mana Cobertura
ThermalDynamics:cover:0, Bloco of Pedra Draconiana Cobertura
ThermalDynamics:cover:0, Tambor da Vida Selvagem Cobertura
ThermalDynamics:cover:0, Tambor da União Cobertura
ThermalDynamics:cover:0, Tambor do Toldo Cobertura
ThermalDynamics:cover:0, Flor Branca Reluzente Cobertura
ThermalDynamics:cover:0, Flor Laranja Reluzente Cobertura
ThermalDynamics:cover:0, Flor Magenta Reluzente Cobertura
ThermalDynamics:cover:0, Flor Azul Claro Reluzente Cobertura
ThermalDynamics:cover:0, Flor Amarela Reluzente Cobertura
ThermalDynamics:cover:0, Flor Lima Reluzente Cobertura
ThermalDynamics:cover:0, Flor Rosa Reluzente Cobertura
ThermalDynamics:cover:0, Flor Cinza Reluzente Cobertura
ThermalDynamics:cover:0, Flor Cinza Claro Reluzente Cobertura
ThermalDynamics:cover:0, Flor Ciano Reluzente Cobertura
ThermalDynamics:cover:0, Flor Roxo Reluzente Cobertura
ThermalDynamics:cover:0, Flor Azul Reluzente Cobertura
ThermalDynamics:cover:0, Flor Marrom Reluzente Cobertura
ThermalDynamics:cover:0, Flor Verde Reluzente Cobertura
ThermalDynamics:cover:0, Flor Vermelha Reluzente Cobertura
ThermalDynamics:cover:0, Flor Preta Reluzente Cobertura
ThermalDynamics:cover:0, Madeira dos Sonhos Cobertura
ThermalDynamics:cover:0, Tábuas de Madeira dos Sonhos Cobertura
ThermalDynamics:cover:0, Tábuas de Madeira dos Sonhos com musgo Cobertura
ThermalDynamics:cover:0, Madeira dos Sonhos com bordas Cobertura
ThermalDynamics:cover:0, Madeira dos Sonhos com bordas padronizadas Cobertura
ThermalDynamics:cover:0, Madeira dos Sonhos Reluzente Cobertura
ThermalDynamics:cover:0, Catalizador de Conjurações Cobertura
ThermalDynamics:cover:0, tile.botania:solidVine.name Cobertura
ThermalDynamics:cover:0, Pétala Branca Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Laranja Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Magenta Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Azul Claro Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Amarela Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Lima Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Rosa Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Cinza Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Cinza Claro Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Ciano Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Roxa Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Azul Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Marrom Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Verde Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Vermelha Enterrada Cobertura
ThermalDynamics:cover:0, Pétala Preta Enterrada Cobertura
ThermalDynamics:cover:0, Prismarinho Cobertura
ThermalDynamics:cover:0, Tijolos de Prismarinho Cobertura
ThermalDynamics:cover:0, Prismarinho Escuro Cobertura
ThermalDynamics:cover:0, Lanterna do Mar Cobertura
ThermalDynamics:cover:0, Bloco de Cana-de-açúcar Cobertura
ThermalDynamics:cover:0, Palha Cobertura
ThermalDynamics:cover:0, Tijolo Infernal Cobertura
ThermalDynamics:cover:0, Tijolo da Alma Cobertura
ThermalDynamics:cover:0, Tijolo Invernal Cobertura
ThermalDynamics:cover:0, Ladrilhos de Tijolo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Azulejo Cobertura
ThermalDynamics:cover:0, Vidro Élfico Cobertura
ThermalDynamics:cover:0, Vidro de Mana Cobertura
ThermalDynamics:cover:0, Caminho de Terra Cobertura
ThermalDynamics:cover:0, Solo encantado Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Branco Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Laranja Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Magenta Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Azul Claro Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Amarelo Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Lima Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Rosa Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Cinza Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Cinza Claro Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Ciano Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Roxo Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Azul Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Marrom Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Verde Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Vermelho Cobertura
ThermalDynamics:cover:0, Bloco de Pétalas Preto Cobertura
ThermalDynamics:cover:0, Tijolos de Pedra do Fim Cobertura
ThermalDynamics:cover:0, Tijolos de Pedra do Fim Talhados Cobertura
ThermalDynamics:cover:0, Tijolos do Fim Cobertura
ThermalDynamics:cover:0, Pilar de Tijolos do Fim Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Branco Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Laranja Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Magenta Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Azul Claro Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Amarelo Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Lima Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Rosa Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Cinza Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Cinza Claro Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Ciano Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Roxo Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Azul Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Marrom Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Verde Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Vermelho Cobertura
ThermalDynamics:cover:0, Cogumelo Brilhante Preto Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Branca Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Laranja Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Magenta Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Azul Claro Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Amarela Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Lima Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Rosa Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Cinza Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Cinza Claro Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Ciano Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Roxa Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Azul Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Marrom Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Verde Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Vermelha Cobertura
ThermalDynamics:cover:0, Flor Mística Alta Preta Cobertura
ThermalDynamics:cover:0, Lâmpada Infernal Cobertura
ThermalDynamics:cover:0, Trilho Espectral Cobertura
ThermalDynamics:cover:0, Raíz-viva Cobertura
ThermalDynamics:cover:0, Abóbora Fel Cobertura
ThermalDynamics:cover:0, Lançador Luminizer Cobertura
ThermalDynamics:cover:0, Carga de Manastorm Cobertura
ThermalDynamics:cover:0, Bloco de Bifrost Cobertura
ThermalDynamics:cover:0, Rocha Reluzente Cobertura
ThermalDynamics:cover:0, Tábuas de Madeira Reluzente Cobertura
ThermalDynamics:cover:0, Grama Seca Cobertura
ThermalDynamics:cover:0, Grama Dourada Cobertura
ThermalDynamics:cover:0, Grama Vívia Cobertura
ThermalDynamics:cover:0, Grama Queimada Cobertura
ThermalDynamics:cover:0, Grama Infusa Cobertura
ThermalDynamics:cover:0, Grama Mutante Cobertura
ThermalDynamics:cover:0, Escadas de Madeira-viva Cobertura
ThermalDynamics:cover:0, Muro de Madeira-viva Cobertura
ThermalDynamics:cover:0, Escadas de Tábuas de Madeira-viva Cobertura
ThermalDynamics:cover:0, Escadas de Rocha-viva Cobertura
ThermalDynamics:cover:0, Muro de Rocha-viva Cobertura
ThermalDynamics:cover:0, Escadas de Tijolos de Rocha-viva Cobertura
ThermalDynamics:cover:0, Escadas de Madeira dos Sonhos Cobertura
ThermalDynamics:cover:0, Muro de Madeira dos Sonhos Cobertura
ThermalDynamics:cover:0, Escadas de Tábuas de Madeira dos Sonhos Cobertura
ThermalDynamics:cover:0, Escadas de Prismarinho Cobertura
ThermalDynamics:cover:0, Muro de Prismarinho Cobertura
ThermalDynamics:cover:0, Escadas de Tijolos de Prismarinho Cobertura
ThermalDynamics:cover:0, Escadas de Prismarinho Escuro Cobertura
ThermalDynamics:cover:0, Escadas de Cana-de-açúcar Cobertura
ThermalDynamics:cover:0, Muro de Cana-da-açúcar Cobertura
ThermalDynamics:cover:0, Escadas de Palha Cobertura
ThermalDynamics:cover:0, Escadas de Tijolo Infernal Cobertura
ThermalDynamics:cover:0, Escadas de Tijolo da Alma Cobertura
ThermalDynamics:cover:0, Escadas de Tijolo Invernal Cobertura
ThermalDynamics:cover:0, Escadas de Ladrilhos de Tijolo Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Floresta Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Planície Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Montanha Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Fungos Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Pântano Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Deserto Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Taiga Cobertura
ThermalDynamics:cover:0, Pedra Metamórfica - Mesa Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Floresta Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Planície Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Montanha Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Fungos Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Pântano Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Deserto Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Taiga Cobertura
ThermalDynamics:cover:0, Pedregulho Metamórfico - Mesa Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Floresta Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Planície Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Montanha Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Fungos Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Pântano Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Deserto Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Taiga Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos - Mesa Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Floresta Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Planície Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Montanha Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Fungos Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Pântano Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Deserto Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Taiga Cobertura
ThermalDynamics:cover:0, Tijolos Metamórficos Talhados - Mesa Cobertura
ThermalDynamics:cover:0, Andesito Cobertura
ThermalDynamics:cover:0, Basalto Cobertura
ThermalDynamics:cover:0, Diorito Cobertura
ThermalDynamics:cover:0, Granito Cobertura
ThermalDynamics:cover:0, Andesito Polido Cobertura
ThermalDynamics:cover:0, Basalto Polido Cobertura
ThermalDynamics:cover:0, Diorito Polido Cobertura
ThermalDynamics:cover:0, Granito Polido Cobertura
ThermalDynamics:cover:0, Tijolos de Andesito Cobertura
ThermalDynamics:cover:0, Tijolos de Basalto Cobertura
ThermalDynamics:cover:0, Tijoloes de Diorito Cobertura
ThermalDynamics:cover:0, Tijolos de Granito Cobertura
ThermalDynamics:cover:0, Tijolos de Andesito Talhados Cobertura
ThermalDynamics:cover:0, Tijolos de Basalto Talhados Cobertura
ThermalDynamics:cover:0, Tijolos de Diorito Talhados Cobertura
ThermalDynamics:cover:0, Tijolos de Granito Talhados Cobertura
ThermalDynamics:cover:0, Pavemento Português Branco Cobertura
ThermalDynamics:cover:0, Pavemento Português Preto Cobertura
ThermalDynamics:cover:0, Pavemento Português Azul Cobertura
